"state","puma22","cbsa20","cbsatype20","stab","CBSAName20","PUMA22name","pop20","afact"
"State code","PUMA (2022)","Core-based statistical area code","CBSA type (2020)","State abbr.","2020 CBSA name","PUMA22 name","Total population (2020 Census)","puma22-to-cbsatype20 allocation factor"
"42","04012","99999"," ","PA","[not in a CBSA]","Washington (South) & Greene Counties",35954,0.3259 
"44","00103","39300","Metro","RI","Providence-Warwick, RI-MA","Providence City",190934,1 
"44","00105","39300","Metro","RI","Providence-Warwick, RI-MA","Northern Providence County & Woonsocket City",177865,1 
"44","00106","39300","Metro","RI","Providence-Warwick, RI-MA","Northeast RI (Providence County)--Pawtucket Central Falls & E Providence Cities",145326,1 
"44","00107","39300","Metro","RI","Providence-Warwick, RI-MA","Central Providence County--Providence Inner Ring",146616,1 
"44","00200","39300","Metro","RI","Providence-Warwick, RI-MA","Central Rhode Island (Kent County)--Warwick City",170363,1 
"44","00300","39300","Metro","RI","Providence-Warwick, RI-MA","Southeast Rhode Island (Newport & Bristol Counties)--Newport City",136436,1 
"44","00400","39300","Metro","RI","Providence-Warwick, RI-MA","South Rhode Island--Washington County",129839,1 
"45","00101","24860","Metro","SC","Greenville-Anderson, SC","Pickens (Southwest Corner) & Oconee (West, Central) Counties--Seneca & Clemson Cities PU",24907,0.2406 
"45","00101","42860","Micro","SC","Seneca, SC","Pickens (Southwest Corner) & Oconee (West, Central) Counties--Seneca & Clemson Cities PU",78607,0.7594 
"45","00201","24860","Metro","SC","Greenville-Anderson, SC","Pickens (East, Central, North) & Oconee (Northeast) Counties--Easley",106497,1 
"45","00301","24860","Metro","SC","Greenville-Anderson, SC","Greenville County (North)--Greer (North & West) & Travelers Rest Cities",103447,1 
"45","00302","24860","Metro","SC","Greenville-Anderson, SC","Greenville County (South & West)--Outside Greenville City",100817,1 
"45","00303","24860","Metro","SC","Greenville-Anderson, SC","Greenville County (Central)--Greenville & Mauldin Cities",100440,1 
"45","00304","24860","Metro","SC","Greenville-Anderson, SC","Greenville County (Central East)--Greer City (South & West)",108194,1 
"45","00305","24860","Metro","SC","Greenville-Anderson, SC","Greenville (South & East)--Outside Greenville & Greer (South) Cities",112636,1 
"45","00401","43900","Metro","SC","Spartanburg, SC","Spartanburg County (North)--Landrum City",112848,1 
"45","00402","43900","Metro","SC","Spartanburg, SC","Spartanburg County (West and South)--Greer & Woodruff Cities",108517,1 
"45","00403","43900","Metro","SC","Spartanburg, SC","Spartanburg County (Central)--Spartanburg City",106632,1 
"45","00501","16740","Metro","SC","Charlotte-Concord-Gastonia, NC-SC","Union and York (West) Counties--York City",60379,0.5179 
"45","00501","23500","Micro","SC","Gaffney, SC","Union and York (West) Counties--York City",56216,0.4821 
"45","00601","16740","Metro","SC","Charlotte-Concord-Gastonia, NC-SC","York County (North & East)--Fort Mill Town",113521,1 
"45","00602","16740","Metro","SC","Charlotte-Concord-Gastonia, NC-SC","York County (East & South)--Fort Mill Town",108190,1 
"45","00700","16740","Metro","SC","Charlotte-Concord-Gastonia, NC-SC","Chester, Fairfield & Lancaster Counties",128310,0.8597 
"45","00700","17900","Metro","SC","Columbia, SC","Chester, Fairfield & Lancaster Counties",20948,0.1403 
"45","00800","24860","Metro","SC","Greenville-Anderson, SC","Laurens, Newberry & Union Counties",67539,0.5097 
"45","00800","35140","Micro","SC","Newberry, SC","Laurens, Newberry & Union Counties",37719,0.2847 
"45","00800","46420","Micro","SC","Union, SC","Laurens, Newberry & Union Counties",27244,0.2056 
"45","00901","24860","Metro","SC","Greenville-Anderson, SC","Anderson (Central & Northeast) County--Anderson City",123746,1 
"45","01001","24860","Metro","SC","Greenville-Anderson, SC","Abbeville & Anderson (South) Counties--Belton City",79972,0.767 
"45","01001","99999"," ","SC","[not in a CBSA]","Abbeville & Anderson (South) Counties--Belton City",24295,0.233 
"45","01100","12260","Metro","SC","Augusta-Richmond County, GA-SC","Edgefield, Greenwood, McCormick & Saluda Counties",25657,0.2079 
"45","01100","17900","Metro","SC","Columbia, SC","Edgefield, Greenwood, McCormick & Saluda Counties",18862,0.1529 
"45","01100","24940","Micro","SC","Greenwood, SC","Edgefield, Greenwood, McCormick & Saluda Counties",69351,0.562 
"45","01100","99999"," ","SC","[not in a CBSA]","Edgefield, Greenwood, McCormick & Saluda Counties",9526,0.0772 
"45","01200","12260","Metro","SC","Augusta-Richmond County, GA-SC","Aiken County--Aiken & North Augusta Cities",168808,1 
"45","01301","17900","Metro","SC","Columbia, SC","Lexington (North and East) County--Irmo (West) & West Columbia Cities",156341,1 
"45","01302","17900","Metro","SC","Columbia, SC","Lexington (South & West) County and Cayce",137650,1 
"45","01401","17900","Metro","SC","Columbia, SC","Richland County (Northwest and North Central)--Irmo (East) and Blythewood Cities",122193,1 
"45","01402","17900","Metro","SC","Columbia, SC","Richland County (Central)--Columbia City",119781,1 
"45","01403","17900","Metro","SC","Columbia, SC","Richland County (South & Central)--Forest Acres & Dentsville Cities",102223,1 
"45","01501","17900","Metro","SC","Columbia, SC","Richland (Northeast and North Central) & Kershaw Counties",137353,1 
"45","01600","13500","Micro","SC","Bennettsville, SC","Chesterfield, Darlington & Marlboro Counties",26667,0.2007 
"45","01600","22500","Metro","SC","Florence, SC","Chesterfield, Darlington & Marlboro Counties",62905,0.4735 
"45","01600","99999"," ","SC","[not in a CBSA]","Chesterfield, Darlington & Marlboro Counties",43273,0.3257 
"45","01700","44940","Metro","SC","Sumter, SC","Lee & Sumter Counties",105556,0.8646 
"45","01700","99999"," ","SC","[not in a CBSA]","Lee & Sumter Counties",16531,0.1354 
"45","01800","17900","Metro","SC","Columbia, SC","Barnwell, Calhoun & Orangeburg Counties",14119,0.1187 
"45","01800","36700","Micro","SC","Orangeburg, SC","Barnwell, Calhoun & Orangeburg Counties",84223,0.7082 
"45","01800","99999"," ","SC","[not in a CBSA]","Barnwell, Calhoun & Orangeburg Counties",20589,0.1731 
"45","01901","25940","Metro","SC","Hilton Head Island-Bluffton, SC","Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",76080,0.4921 
"45","01901","99999"," ","SC","[not in a CBSA]","Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",78515,0.5079 
"45","02001","25940","Metro","SC","Hilton Head Island-Bluffton, SC","Jasper and Beaufort (West) Counties--Bluffton and Hilton Head Cities",139828,1 
"45","02100","16700","Metro","SC","Charleston-North Charleston, SC","Dorchester County",161540,1 
"45","02201","16700","Metro","SC","Charleston-North Charleston, SC","Berkeley (North & East) County--Moncks Corner City",102316,1 
"45","02202","16700","Metro","SC","Charleston-North Charleston, SC","Berkeley (South) County--Goose Creek &portions of Charleston Cities",127545,1 
"45","02301","16700","Metro","SC","Charleston-North Charleston, SC","Charleston (West) County--Kiawah Island & Charleston Cities",151114,1 
"45","02302","16700","Metro","SC","Charleston-North Charleston, SC","Charleston (North) County--North Charleston City",148638,1 
"45","02303","16700","Metro","SC","Charleston-North Charleston, SC","Charleston (Northeast) County--Mount Pleasant Town",108483,1 
"45","02400","23860","Micro","SC","Georgetown, SC","Clarendon, Georgetown & Williamsburg Counties",63404,0.5049 
"45","02400","44940","Metro","SC","Sumter, SC","Clarendon, Georgetown & Williamsburg Counties",31144,0.248 
"45","02400","99999"," ","SC","[not in a CBSA]","Clarendon, Georgetown & Williamsburg Counties",31026,0.2471 
"45","02500","22500","Metro","SC","Florence, SC","Florence County",137059,1 
"45","02601","34820","Metro","SC","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","Dillon, Marion and Horry (North) Counties--Loris City",49358,0.462 
"45","02601","99999"," ","SC","[not in a CBSA]","Dillon, Marion and Horry (North) Counties--Loris City",57475,0.538 
"45","02701","34820","Metro","SC","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","Horry (Central and North) County--North Myrtle Beach City",140041,1 
"45","02702","34820","Metro","SC","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","Horry (Central and South) County--Myrtle Beach City",161630,1 
"46","00100","39660","Metro","SD","Rapid City, SD","West South Dakota--Rapid City",139074,0.7415 
"46","00100","43940","Micro","SD","Spearfish, SD","West South Dakota--Rapid City",25768,0.1374 
"46","00100","99999"," ","SD","[not in a CBSA]","West South Dakota--Rapid City",22707,0.1211 
"46","00200","38180","Micro","SD","Pierre, SD","Lakota Region",20745,0.2064 
"46","00200","99999"," ","SD","[not in a CBSA]","Lakota Region",79777,0.7936 
"46","00300","10100","Micro","SD","Aberdeen, SD","Northeast South Dakota",42287,0.319 
"46","00300","47980","Micro","SD","Watertown, SD","Northeast South Dakota",34489,0.2602 
"46","00300","99999"," ","SD","[not in a CBSA]","Northeast South Dakota",55784,0.4208 
"46","00400","15100","Micro","SD","Brookings, SD","Jackrabbit Region",34375,0.2561 
"46","00400","26700","Micro","SD","Huron, SD","Jackrabbit Region",20812,0.1551 
"46","00400","33580","Micro","SD","Mitchell, SD","Jackrabbit Region",23417,0.1745 
"46","00400","99999"," ","SD","[not in a CBSA]","Jackrabbit Region",55614,0.4144 
"46","00501","43580","Metro","SD","Sioux City, IA-NE-SD","Southeast South Dakota (Outside Sioux Falls City)",16811,0.1174 
"46","00501","43620","Metro","SD","Sioux Falls, SD","Southeast South Dakota (Outside Sioux Falls City)",88102,0.6153 
"46","00501","46820","Micro","SD","Vermillion, SD","Southeast South Dakota (Outside Sioux Falls City)",14967,0.1045 
"46","00501","49460","Micro","SD","Yankton, SD","Southeast South Dakota (Outside Sioux Falls City)",23310,0.1628 
"46","00601","43620","Metro","SD","Sioux Falls, SD","Sioux Falls City",188628,1 
"47","00100","20540","Micro","TN","Dyersburg, TN","Dyer, Weakely and Obion Counties--Dyersburg, Union City and Martin cities",36801,0.3424 
"47","00100","32280","Micro","TN","Martin, TN","Dyer, Weakely and Obion Counties--Dyersburg, Union City and Martin cities",32902,0.3061 
"47","00100","46460","Micro","TN","Union City, TN","Dyer, Weakely and Obion Counties--Dyersburg, Union City and Martin cities",30787,0.2864 
"47","00100","99999"," ","TN","[not in a CBSA]","Dyer, Weakely and Obion Counties--Dyersburg, Union City and Martin cities",7005,0.0652 
"47","00200","17300","Metro","TN","Clarksville, TN-KY","Henry, Carol & Humphreys Counties--Paris city",13657,0.1163 
"47","00200","37540","Micro","TN","Paris, TN","Henry, Carol & Humphreys Counties--Paris city",32199,0.2742 
"47","00200","99999"," ","TN","[not in a CBSA]","Henry, Carol & Humphreys Counties--Paris city",71577,0.6095 
"47","00301","17300","Metro","TN","Clarksville, TN-KY","Montgomery County--Clarksville city (South)",105777,1 
"47","00302","17300","Metro","TN","Clarksville, TN-KY","Clarksville city (North)",114292,1 
"47","00401","34980","Metro","TN","Nashville-Davidson--Murfreesboro--Franklin, TN","Robertson & Sumner Counties--Springfield & Portland cities",149367,1 
"47","00501","34980","Metro","TN","Nashville-Davidson--Murfreesboro--Franklin, TN","Hendersonville, Gallatin & Goodlettsville cities",119717,1 
"47","00600","18260","Micro","TN","Cookeville, TN","Macon, Dekalb & Cannon Counties",11617,0.1129 
"47","00600","34980","Metro","TN","Nashville-Davidson--Murfreesboro--Franklin, TN","Macon, Dekalb & Cannon Counties",71241,0.6921 
"47","00600","99999"," ","TN","[not in a CBSA]","Macon, Dekalb & Cannon Counties",20080,0.1951 
"47","00700","18260","Micro","TN","Cookeville, TN","Putnam & Overton Counties--Cookeville city",102365,0.8905 
"47","00700","99999"," ","TN","[not in a CBSA]","Putnam & Overton Counties--Cookeville city",12582,0.1095 
"47","00800","28940","Metro","TN","Knoxville, TN","Campbell, Claiborne & Scott Counties",59074,0.4938 
"47","00800","99999"," ","TN","[not in a CBSA]","Campbell, Claiborne & Scott Counties",60555,0.5062 
"47","00900","24620","Micro","TN","Greeneville, TN","Greene & Hawkins Counties--Greenville town",70152,0.5529 
"47","00900","28700","Metro","TN","Kingsport-Bristol, TN-VA","Greene & Hawkins Counties--Greenville town",56721,0.4471 
"47","01000","28700","Metro","TN","Kingsport-Bristol, TN-VA","Sullivan County--Kingsport & Bristol cities",158163,1 
"47","01101","27740","Metro","TN","Johnson City, TN","Washington (South) & Carter Counties--Elizabethton city",87814,0.8303 
"47","01101","99999"," ","TN","[not in a CBSA]","Washington (South) & Carter Counties--Elizabethton city",17948,0.1697 
"47","01201","27740","Metro","TN","Johnson City, TN","Washington County--Johnson City",119471,1 
"47","01300","34100","Metro","TN","Morristown, TN","Hamblen, Jefferson & Grainger Counties--Morristown city",142709,1 
"47","01400","35460","Micro","TN","Newport, TN","Sevier & Cocke Counties--Sevierville city",35999,0.2679 
"47","01400","42940","Micro","TN","Sevierville, TN","Sevier & Cocke Counties--Sevierville city",98380,0.7321 
"47","01501","28940","Metro","TN","Knoxville, TN","Knoxville city (Central)",133547,1 
"47","01502","28940","Metro","TN","Knoxville, TN","Knox County (Southwest)",103187,1 
"47","01503","28940","Metro","TN","Knoxville, TN","Knox County (Northwest)",123449,1 
"47","01504","28940","Metro","TN","Knoxville, TN","Knox County (North, East & South)",118788,1 
"47","01600","28940","Metro","TN","Knoxville, TN","Blount County--Maryville & Alcoa cities",135280,1 
"47","01700","28940","Metro","TN","Knoxville, TN","Anderson, Roane & Morgan Counties--Oak Ridge city",151562,1 
"47","01800","18900","Micro","TN","Crossville, TN","Cumberland, White & Fentress Counties--Crossville city",61145,0.5715 
"47","01800","99999"," ","TN","[not in a CBSA]","Cumberland, White & Fentress Counties--Crossville city",45840,0.4285 
"47","01900","34980","Metro","TN","Nashville-Davidson--Murfreesboro--Franklin, TN","Wilson County--Lebanon & Mount Juliet cities",147737,1 
"47","02001","34980","Metro","TN","Nashville-Davidson--Murfreesboro--Franklin, TN","Murfreesboro city",133107,1 
"47","02002","34980","Metro","TN","Nashville-Davidson--Murfreesboro--Franklin, TN","Rutherford County--Smyrna town & La Vergne city",105532,1 
"47","02003","34980","Metro","TN","Nashville-Davidson--Murfreesboro--Franklin, TN","Rutherford County (North, East and South)",102847,1 
"47","02101","34980","Metro","TN","Nashville-Davidson--Murfreesboro--Franklin, TN","Williamson County--Brentwood & Franklin cities, Nolensville town (west)",133848,1 
"47","02102","34980","Metro","TN","Nashville-Davidson--Murfreesboro--Franklin, TN","Williamson County--Thompson Station town & Fairview city",113878,1 
"47","02200","34980","Metro","TN","Nashville-Davidson--Murfreesboro--Franklin, TN","Maury County--Columbia & Spring Hill cities",100974,1 
"47","02300","34980","Metro","TN","Nashville-Davidson--Murfreesboro--Franklin, TN","Dickson, Cheatham & Hickman Counties",95387,0.7928 
"47","02300","99999"," ","TN","[not in a CBSA]","Dickson, Cheatham & Hickman Counties",24925,0.2072 
"47","02401","34980","Metro","TN","Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville/Davidson County--Downtown, East & North Nashville",146254,1 
"47","02402","34980","Metro","TN","Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville/Davidson County--South & Southeast Nashville",125789,1 
"47","02403","34980","Metro","TN","Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville/Davidson County--Donelson, Hermitage & Old Hickory",100069,1 
"47","02404","34980","Metro","TN","Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville/Davidson County (North)",102733,1 
"47","02405","34980","Metro","TN","Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville/Davidson County--Antioch, South Nashville",103501,1 
"47","02406","34980","Metro","TN","Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville/Davidson County--West Nashville, Green Hills & Bellevue",137538,1 
"47","02501","32820","Metro","TN","Memphis, TN-MS-AR","Memphis City (Central Riverside)",129770,1 
"47","02502","32820","Metro","TN","Memphis, TN-MS-AR","Memphis City (Central Midtown)",127323,1 
"47","02503","32820","Metro","TN","Memphis, TN-MS-AR","Memphis (North) & Bartlett (Southwest) cities",111045,1 
"47","02504","32820","Metro","TN","Memphis, TN-MS-AR","Shelby County (North)--Bartlett (North & East), Millington & Lakeland cities",111526,1 
"47","02505","32820","Metro","TN","Memphis, TN-MS-AR","Shelby County (East)--Memphis city (East) & Arlington town (South)",109250,1 
"47","02506","32820","Metro","TN","Memphis, TN-MS-AR","Shelby County (Southeast)--Collierville town & Germantown city",129295,1 
"47","02507","32820","Metro","TN","Memphis, TN-MS-AR","Memphis City (Southeast)",104135,1 
"47","02508","32820","Metro","TN","Memphis, TN-MS-AR","Memphis City (Southwest)",107400,1 
"47","02600","32820","Metro","TN","Memphis, TN-MS-AR","Tipton & Fayette Counties",102960,1 
"47","02700","15140","Micro","TN","Brownsville, TN","Gibson, Lauderdale & Haywood Counties--Brownsville city",17864,0.1664 
"47","02700","27180","Metro","TN","Jackson, TN","Gibson, Lauderdale & Haywood Counties--Brownsville city",64340,0.5994 
"47","02700","99999"," ","TN","[not in a CBSA]","Gibson, Lauderdale & Haywood Counties--Brownsville city",25143,0.2342 
"47","02800","27180","Metro","TN","Jackson, TN","Madison & Chester Counties--Jackson city",116164,1 
"47","02900","99999"," ","TN","[not in a CBSA]","Henderson, Hardin & McNairy Counties",117436,1 
"47","03000","29980","Micro","TN","Lawrenceburg, TN","Lawrence, Giles & Wayne Counties--Lawrenceburg city",44159,0.3954 
"47","03000","99999"," ","TN","[not in a CBSA]","Lawrence, Giles & Wayne Counties--Lawrenceburg city",67526,0.6046 
"47","03100","30280","Micro","TN","Lewisburg, TN","Bedford, Lincoln & Marshall Counties--Shelbyville & Lewisburg cities",34318,0.2863 
"47","03100","43180","Micro","TN","Shelbyville, TN","Bedford, Lincoln & Marshall Counties--Shelbyville & Lewisburg cities",50237,0.4191 
"47","03100","99999"," ","TN","[not in a CBSA]","Bedford, Lincoln & Marshall Counties--Shelbyville & Lewisburg cities",35319,0.2946 
"47","03200","46100","Micro","TN","Tullahoma-Manchester, TN","Coffee, Franklin & Moore Counties--Tullahoma & Manchester cities",107124,1 
"47","03300","16860","Metro","TN","Chattanooga, TN-GA","Warren, Marion & Sequatchie Counties--McMinnville city",44663,0.4241 
"47","03300","32660","Micro","TN","McMinnville, TN","Warren, Marion & Sequatchie Counties--McMinnville city",40953,0.3889 
"47","03300","99999"," ","TN","[not in a CBSA]","Warren, Marion & Sequatchie Counties--McMinnville city",19697,0.187 
"47","03401","16860","Metro","TN","Chattanooga, TN-GA","Chattanooga city (South & Central)",119392,1 
"47","03402","16860","Metro","TN","Chattanooga, TN-GA","Hamilton County (South)--Chattanooga (North) & Red Bank cities",115794,1 
"47","03403","16860","Metro","TN","Chattanooga, TN-GA","Hamilton County (North)--Soddy-Daisy city",131021,1 
"47","03500","11940","Micro","TN","Athens, TN","McMinn, Rhea & Bledsoe Counties--Athens city",53276,0.4681 
"47","03500","19420","Micro","TN","Dayton, TN","McMinn, Rhea & Bledsoe Counties--Athens city",32870,0.2888 
"47","03500","99999"," ","TN","[not in a CBSA]","McMinn, Rhea & Bledsoe Counties--Athens city",27671,0.2431 
"47","03600","17420","Metro","TN","Cleveland, TN","Bradley & Polk Counties--Cleveland city",126164,1 
"47","03700","28940","Metro","TN","Knoxville, TN","Loudon & Monroe Counties--Lenoir City",54886,0.5427 
"47","03700","99999"," ","TN","[not in a CBSA]","Loudon & Monroe Counties--Lenoir City",46250,0.4573 
"48","00100","11100","Metro","TX","Amarillo, TX","Panhandle Regional Planning Commission--Outside Potter & Randall Counties",9413,0.0538 
"48","00100","14420","Micro","TX","Borger, TX","Panhandle Regional Planning Commission--Outside Potter & Randall Counties",20617,0.1178 
"48","00100","20300","Micro","TX","Dumas, TX","Panhandle Regional Planning Commission--Outside Potter & Randall Counties",21358,0.122 
"48","00100","25820","Micro","TX","Hereford, TX","Panhandle Regional Planning Commission--Outside Potter & Randall Counties",18583,0.1061 
"48","00100","37420","Micro","TX","Pampa, TX","Panhandle Regional Planning Commission--Outside Potter & Randall Counties",22054,0.126 
"48","00100","99999"," ","TX","[not in a CBSA]","Panhandle Regional Planning Commission--Outside Potter & Randall Counties",83055,0.4744 
"48","00200","11100","Metro","TX","Amarillo, TX","Panhandle Regional Planning Commission (Potter County)--Amarillo City (North)",118525,1 
"48","00300","11100","Metro","TX","Amarillo, TX","Panhandle Regional Planning Commission (Randall County)--Amarillo City (South)",140753,1 
"48","00400","30220","Micro","TX","Levelland, TX","South Plains Association of Governments--Outside Lubbock County",21537,0.1778 
"48","00400","31180","Metro","TX","Lubbock, TX","South Plains Association of Governments--Outside Lubbock County",10729,0.0886 
"48","00400","38380","Micro","TX","Plainview, TX","South Plains Association of Governments--Outside Lubbock County",32522,0.2685 
"48","00400","99999"," ","TX","[not in a CBSA]","South Plains Association of Governments--Outside Lubbock County",56337,0.4651 
"48","00501","31180","Metro","TX","Lubbock, TX","South Plains Association of Governments--Lubbock County, Lubbock City (Central)",156648,1 
"48","00502","31180","Metro","TX","Lubbock, TX","South Plains Association of Governments--Lubbock County, Lubbock City (Outer)",153991,1 
"48","00600","19100","Metro","TX","Dallas-Fort Worth-Arlington, TX","North Texas Regional Planning Commission--Outside Wichita County & Wise County",68632,0.4397 
"48","00600","46900","Micro","TX","Vernon, TX","North Texas Regional Planning Commission--Outside Wichita County & Wise County",12887,0.0826 
"48","00600","48660","Metro","TX","Wichita Falls, TX","North Texas Regional Planning Commission--Outside Wichita County & Wise County",18778,0.1203 
"48","00600","99999"," ","TX","[not in a CBSA]","North Texas Regional Planning Commission--Outside Wichita County & Wise County",55793,0.3574 
"48","00700","48660","Metro","TX","Wichita Falls, TX","North Texas Regional Planning Commission (Wichita County)--Wichita Falls City",129350,1 
"48","00800","14300","Micro","TX","Bonham, TX","Texoma COG--Grayson, Cooke & Fannin Counties",35662,0.1675 
"48","00800","23620","Micro","TX","Gainesville, TX","Texoma COG--Grayson, Cooke & Fannin Counties",41668,0.1957 
"48","00800","43300","Metro","TX","Sherman-Denison, TX","Texoma COG--Grayson, Cooke & Fannin Counties",135543,0.6367 
"48","00900","19100","Metro","TX","Dallas-Fort Worth-Arlington, TX","Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities",207775,1 
"48","01000","34420","Micro","TX","Mount Pleasant, TX","Ark-Tex COG (West)",31247,0.1987 
"48","01000","37580","Micro","TX","Paris, TX","Ark-Tex COG (West)",50088,0.3185 
"48","01000","44860","Micro","TX","Sulphur Springs, TX","Ark-Tex COG (West)",36787,0.2339 
"48","01000","99999"," ","TX","[not in a CBSA]","Ark-Tex COG (West)",39149,0.2489 
"48","01100","45500","Metro","TX","Texarkana, TX-AR","Ark-Tex COG (East)--Bowie & Cass Counties",92893,0.7655 
"48","01100","99999"," ","TX","[not in a CBSA]","Ark-Tex COG (East)--Bowie & Cass Counties",28454,0.2345 
"48","01200","30980","Metro","TX","Longview, TX","East Texas COG (Northeast)--Harrison, Upshur & Marion Counties",109731,0.9186 
"48","01200","99999"," ","TX","[not in a CBSA]","East Texas COG (Northeast)--Harrison, Upshur & Marion Counties",9725,0.0814 
"48","01300","34420","Micro","TX","Mount Pleasant, TX","East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties",12464,0.0966 
"48","01300","99999"," ","TX","[not in a CBSA]","East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties",116548,0.9034 
"48","01400","19100","Metro","TX","Dallas-Fort Worth-Arlington, TX","Kaufman County",145310,1 
"48","01501","46340","Metro","TX","Tyler, TX","East Texas COG (Central)--Smith County (Outside Tyler City)",113973,1 
"48","01502","46340","Metro","TX","Tyler, TX","East Texas COG (Central)--Smith County (West) (Tyler City)",119506,1 
"48","01600","30980","Metro","TX","Longview, TX","East Texas COG (Central)--Gregg County (Longview City)",124239,1 
"48","01700","27380","Micro","TX","Jacksonville, TX","East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties",50412,0.4029 
"48","01700","30980","Metro","TX","Longview, TX","East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties",52214,0.4173 
"48","01700","99999"," ","TX","[not in a CBSA]","East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties",22491,0.1798 
"48","01800","11980","Micro","TX","Athens, TX","East Texas COG (Southwest)--Henderson & Anderson Counties",82150,0.5865 
"48","01800","37300","Micro","TX","Palestine, TX","East Texas COG (Southwest)--Henderson & Anderson Counties",57922,0.4135 
"48","01901","19100","Metro","TX","Dallas-Fort Worth-Arlington, TX","Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities PUM",134556,1 
"48","01902","19100","Metro","TX","Dallas-Fort Worth-Arlington, TX","Collin County (Southwest)--Plano City (West)",120540,1 
"48","01903","19100","Metro","TX","Dallas-Fort Worth-Arlington, TX","Collin County (Southwest)--Plano City (Central)",107033,1 
"48","01904","19100","Metro","TX","Dallas-Fort Worth-Arlington, TX","Collin County (South Central)--Allen, Murphy, Plano (East) & Parker Cities",151305,1 
"48","01905","19100","Metro","TX","Dallas-Fort Worth-Arlington, TX","Collin County (Central)--McKinney City",157125,1 
"48","01907","19100","Metro","TX","Dallas-Fort Worth-Arlington, TX","Collin County (East)",189499,1 
"48","01908","19100","Metro","TX","Dallas-Fort Worth-Arlington, TX","Collin County (Northwest)--Celina City & Prosper Town",101147,1 
"48","01909","19100","Metro","TX","Dallas-Fort Worth-Arlington, TX","Collin County (Northwest)--Frisco City (East)",103260,1 
"48","02001","19100","Metro","TX","Dallas-Fort Worth-Arlington, TX","Denton County (Far Southeast)--Carrollton (North) & Dallas (North) Cities",132680,1 
"48","02002","19100","Metro","TX","Dallas-Fort Worth-Arlington, TX","Denton County (Southeast)--Lewisville City",117263,1 
"48","02003","19100","Metro","TX","Dallas-Fort Worth-Arlington, TX","Denton County (South Central)--Flower Mound Town & Highland Village City",152796,1 
"48","02004","19100","Metro","TX","Dallas-Fort Worth-Arlington, TX","Denton County (East Central)--Frisco (West), The Colony & Little Elm Cities",187002,1 
"48","02005","19100","Metro","TX","Dallas-Fort Worth-Arlington, TX","Denton County (Central)--Denton (Central) & Corinth Cities",126464,1 
"48","02006","19100","Metro","TX","Dallas-Fort Worth-Arlington, TX","Denton County (North & West)--Denton City (Outer)",190217,1 
"48","02101","19100","Metro","TX","Dallas-Fort Worth-Arlington, TX","Ellis County",192455,1 
"48","02102","19100","Metro","TX","Dallas-Fort Worth-Arlington, TX","Johnson County",179927,1 
"48","02200","24180","Micro","TX","Granbury, TX","North Central Texas COG (West)--Hood, Erath, Palo Pinto & Somervell Counties",61598,0.4345 
"48","02200","33420","Micro","TX","Mineral Wells, TX","North Central Texas COG (West)--Hood, Erath, Palo Pinto & Somervell Counties",28409,0.2004 
"48","02200","44500","Micro","TX","Stephenville, TX","North Central Texas COG (West)--Hood, Erath, Palo Pinto & Somervell Counties",42545,0.3001 
"48","02200","99999"," ","TX","[not in a CBSA]","North Central Texas COG (West)--Hood, Erath, Palo Pinto & Somervell Counties",9205,0.0649 
"48","02301","19100","Metro","TX","Dallas-Fort Worth-Arlington, TX","Dallas County (Northeast)--Rowlett & Garland (Northeast) Cities",115131,1 
"48","02302","19100","Metro","TX","Dallas-Fort Worth-Arlington, TX","Dallas County (Northeast)--Garland City (South)",105855,1 
"48","02303","19100","Metro","TX","Dallas-Fort Worth-Arlington, TX","Dallas County (East)--Mesquite City (Central & Southeast)",128587,1 
"48","02304","19100","Metro","TX","Dallas-Fort Worth-Arlington, TX","Dallas County (Southeast)--Dallas City (Southeast)",122212,1 
"48","02305","19100","Metro","TX","Dallas-Fort Worth-Arlington, TX","Dallas (East) & Mesquite (West) Cities--South of I-30 & West of I-635",137067,1 
"48","02306","19100","Metro","TX","Dallas-Fort Worth-Arlington, TX","Dallas (Northeast) & Mesquite (North) Cities--North of I-30 & West of I-635",129335,1 
"48","02307","19100","Metro","TX","Dallas-Fort Worth-Arlington, TX","Dallas City (Northeast)--East of US-75",126484,1 
