"county","cbsa20","CountyName","CBSAName20","pop20","afact2","afact"
"County code","Core-based statistical area code","County name","2020 CBSA name","Total population (2020 Census)","cbsa20-to-county allocation factor","county-to-cbsa20 allocation factor"
"37165","29900","Scotland NC","Laurinburg, NC",34174,1,1 
"37167","10620","Stanly NC","Albemarle, NC",62504,1,1 
"37169","49180","Stokes NC","Winston-Salem, NC",44520,0.0659,1 
"37171","34340","Surry NC","Mount Airy, NC",71359,1,1 
"37173","19000","Swain NC","Cullowhee, NC",14117,0.2467,1 
"37175","14820","Transylvania NC","Brevard, NC",32986,1,1 
"37177","99999","Tyrrell NC","[not in a CBSA]",3245,0.0002,1 
"37179","16740","Union NC","Charlotte-Concord-Gastonia, NC-SC",238267,0.0896,1 
"37181","25780","Vance NC","Henderson, NC",42578,1,1 
"37183","39580","Wake NC","Raleigh-Cary, NC",1129410,0.7987,1 
"37185","99999","Warren NC","[not in a CBSA]",18642,0.001,1 
"37187","99999","Washington NC","[not in a CBSA]",11003,0.0006,1 
"37189","14380","Watauga NC","Boone, NC",54086,1,1 
"37191","24140","Wayne NC","Goldsboro, NC",117333,1,1 
"37193","35900","Wilkes NC","North Wilkesboro, NC",65969,1,1 
"37195","48980","Wilson NC","Wilson, NC",78784,1,1 
"37197","49180","Yadkin NC","Winston-Salem, NC",37214,0.0551,1 
"37199","99999","Yancey NC","[not in a CBSA]",18470,0.001,1 
"38001","99999","Adams ND","[not in a CBSA]",2200,0.0001,1 
"38003","99999","Barnes ND","[not in a CBSA]",10853,0.0006,1 
"38005","99999","Benson ND","[not in a CBSA]",5964,0.0003,1 
"38007","19860","Billings ND","Dickinson, ND",945,0.0273,1 
"38009","99999","Bottineau ND","[not in a CBSA]",6379,0.0004,1 
"38011","99999","Bowman ND","[not in a CBSA]",2993,0.0002,1 
"38013","99999","Burke ND","[not in a CBSA]",2201,0.0001,1 
"38015","13900","Burleigh ND","Bismarck, ND",98458,0.7368,1 
"38017","22020","Cass ND","Fargo, ND-MN",184525,0.7386,1 
"38019","99999","Cavalier ND","[not in a CBSA]",3704,0.0002,1 
"38021","99999","Dickey ND","[not in a CBSA]",4999,0.0003,1 
"38023","99999","Divide ND","[not in a CBSA]",2195,0.0001,1 
"38025","99999","Dunn ND","[not in a CBSA]",4095,0.0002,1 
"38027","99999","Eddy ND","[not in a CBSA]",2347,0.0001,1 
"38029","99999","Emmons ND","[not in a CBSA]",3301,0.0002,1 
"38031","99999","Foster ND","[not in a CBSA]",3397,0.0002,1 
"38033","99999","Golden Valley ND","[not in a CBSA]",1736,0.0001,1 
"38035","24220","Grand Forks ND","Grand Forks, ND-MN",73170,0.7011,1 
"38037","99999","Grant ND","[not in a CBSA]",2301,0.0001,1 
"38039","99999","Griggs ND","[not in a CBSA]",2306,0.0001,1 
"38041","99999","Hettinger ND","[not in a CBSA]",2489,0.0001,1 
"38043","99999","Kidder ND","[not in a CBSA]",2394,0.0001,1 
"38045","99999","LaMoure ND","[not in a CBSA]",4093,0.0002,1 
"38047","99999","Logan ND","[not in a CBSA]",1876,0.0001,1 
"38049","33500","McHenry ND","Minot, ND",5345,0.0689,1 
"38051","99999","McIntosh ND","[not in a CBSA]",2530,0.0001,1 
"38053","99999","McKenzie ND","[not in a CBSA]",14704,0.0008,1 
"38055","99999","McLean ND","[not in a CBSA]",9771,0.0005,1 
"38057","99999","Mercer ND","[not in a CBSA]",8350,0.0005,1 
"38059","13900","Morton ND","Bismarck, ND",33291,0.2491,1 
"38061","99999","Mountrail ND","[not in a CBSA]",9809,0.0005,1 
"38063","99999","Nelson ND","[not in a CBSA]",3015,0.0002,1 
"38065","13900","Oliver ND","Bismarck, ND",1877,0.014,1 
"38067","99999","Pembina ND","[not in a CBSA]",6844,0.0004,1 
"38069","99999","Pierce ND","[not in a CBSA]",3990,0.0002,1 
"38071","99999","Ramsey ND","[not in a CBSA]",11605,0.0006,1 
"38073","99999","Ransom ND","[not in a CBSA]",5703,0.0003,1 
"38075","33500","Renville ND","Minot, ND",2282,0.0294,1 
"38077","47420","Richland ND","Wahpeton, ND-MN",16529,0.7176,1 
"38079","99999","Rolette ND","[not in a CBSA]",12187,0.0007,1 
"38081","99999","Sargent ND","[not in a CBSA]",3862,0.0002,1 
"38083","99999","Sheridan ND","[not in a CBSA]",1265,0.0001,1 
"38085","99999","Sioux ND","[not in a CBSA]",3898,0.0002,1 
"38087","99999","Slope ND","[not in a CBSA]",706,0,1 
"38089","19860","Stark ND","Dickinson, ND",33646,0.9727,1 
"38091","99999","Steele ND","[not in a CBSA]",1798,0.0001,1 
"38093","27420","Stutsman ND","Jamestown, ND",21593,1,1 
"38095","99999","Towner ND","[not in a CBSA]",2162,0.0001,1 
"38097","99999","Traill ND","[not in a CBSA]",7997,0.0004,1 
"38099","99999","Walsh ND","[not in a CBSA]",10563,0.0006,1 
"38101","33500","Ward ND","Minot, ND",69919,0.9016,1 
"38103","99999","Wells ND","[not in a CBSA]",3982,0.0002,1 
"38105","48780","Williams ND","Williston, ND",40950,1,1 
"39001","99999","Adams OH","[not in a CBSA]",27477,0.0015,1 
"39003","30620","Allen OH","Lima, OH",102206,1,1 
"39005","11740","Ashland OH","Ashland, OH",52447,1,1 
"39007","11780","Ashtabula OH","Ashtabula, OH",97574,1,1 
"39009","11900","Athens OH","Athens, OH",62431,1,1 
"39011","47540","Auglaize OH","Wapakoneta, OH",46422,1,1 
"39013","48540","Belmont OH","Wheeling, WV-OH",66497,0.4766,1 
"39015","17140","Brown OH","Cincinnati, OH-KY-IN",43676,0.0194,1 
"39017","17140","Butler OH","Cincinnati, OH-KY-IN",390357,0.173,1 
"39019","15940","Carroll OH","Canton-Massillon, OH",26721,0.0665,1 
"39021","46500","Champaign OH","Urbana, OH",38714,1,1 
"39023","44220","Clark OH","Springfield, OH",136001,1,1 
"39025","17140","Clermont OH","Cincinnati, OH-KY-IN",208601,0.0924,1 
"39027","48940","Clinton OH","Wilmington, OH",42018,1,1 
"39029","41400","Columbiana OH","Salem, OH",101877,1,1 
"39031","18740","Coshocton OH","Coshocton, OH",36612,1,1 
"39033","15340","Crawford OH","Bucyrus-Galion, OH",42025,1,1 
"39035","17460","Cuyahoga OH","Cleveland-Elyria, OH",1264817,0.6057,1 
"39037","24820","Darke OH","Greenville, OH",51881,1,1 
"39039","19580","Defiance OH","Defiance, OH",38286,1,1 
"39041","18140","Delaware OH","Columbus, OH",214124,0.1001,1 
"39043","41780","Erie OH","Sandusky, OH",75622,1,1 
"39045","18140","Fairfield OH","Columbus, OH",158921,0.0743,1 
"39047","47920","Fayette OH","Washington Court House, OH",28951,1,1 
"39049","18140","Franklin OH","Columbus, OH",1323807,0.6189,1 
"39051","45780","Fulton OH","Toledo, OH",42713,0.0661,1 
"39053","38580","Gallia OH","Point Pleasant, WV-OH",29220,0.5345,1 
"39055","17460","Geauga OH","Cleveland-Elyria, OH",95397,0.0457,1 
"39057","19430","Greene OH","Dayton-Kettering, OH",167966,0.2063,1 
"39059","15740","Guernsey OH","Cambridge, OH",38438,1,1 
"39061","17140","Hamilton OH","Cincinnati, OH-KY-IN",830639,0.368,1 
"39063","22300","Hancock OH","Findlay, OH",74920,1,1 
"39065","99999","Hardin OH","[not in a CBSA]",30696,0.0017,1 
"39067","99999","Harrison OH","[not in a CBSA]",14483,0.0008,1 
"39069","99999","Henry OH","[not in a CBSA]",27662,0.0015,1 
"39071","99999","Highland OH","[not in a CBSA]",43317,0.0024,1 
"39073","18140","Hocking OH","Columbus, OH",28050,0.0131,1 
"39075","99999","Holmes OH","[not in a CBSA]",44223,0.0025,1 
"39077","35940","Huron OH","Norwalk, OH",58565,1,1 
"39079","27160","Jackson OH","Jackson, OH",32653,1,1 
"39081","48260","Jefferson OH","Weirton-Steubenville, WV-OH",65249,0.5581,1 
"39083","34540","Knox OH","Mount Vernon, OH",62721,1,1 
"39085","17460","Lake OH","Cleveland-Elyria, OH",232603,0.1114,1 
"39087","26580","Lawrence OH","Huntington-Ashland, WV-KY-OH",58240,0.1618,1 
"39089","18140","Licking OH","Columbus, OH",178519,0.0835,1 
"39091","13340","Logan OH","Bellefontaine, OH",46150,1,1 
"39093","17460","Lorain OH","Cleveland-Elyria, OH",312964,0.1499,1 
"39095","45780","Lucas OH","Toledo, OH",431279,0.667,1 
"39097","18140","Madison OH","Columbus, OH",43824,0.0205,1 
"39099","49660","Mahoning OH","Youngstown-Warren-Boardman, OH-PA",228614,0.4224,1 
"39101","32020","Marion OH","Marion, OH",65359,1,1 
"39103","17460","Medina OH","Cleveland-Elyria, OH",182470,0.0874,1 
"39105","99999","Meigs OH","[not in a CBSA]",22210,0.0012,1 
"39107","16380","Mercer OH","Celina, OH",42528,1,1 
"39109","19430","Miami OH","Dayton-Kettering, OH",108774,0.1336,1 
"39111","99999","Monroe OH","[not in a CBSA]",13385,0.0007,1 
"39113","19430","Montgomery OH","Dayton-Kettering, OH",537309,0.66,1 
"39115","99999","Morgan OH","[not in a CBSA]",13802,0.0008,1 
"39117","18140","Morrow OH","Columbus, OH",34950,0.0163,1 
"39119","49780","Muskingum OH","Zanesville, OH",86410,1,1 
"39121","99999","Noble OH","[not in a CBSA]",14115,0.0008,1 
"39123","45780","Ottawa OH","Toledo, OH",40364,0.0624,1 
"39125","99999","Paulding OH","[not in a CBSA]",18806,0.001,1 
"39127","18140","Perry OH","Columbus, OH",35408,0.0166,1 
"39129","18140","Pickaway OH","Columbus, OH",58539,0.0274,1 
"39131","99999","Pike OH","[not in a CBSA]",27088,0.0015,1 
"39133","10420","Portage OH","Akron, OH",161791,0.2304,1 
"39135","99999","Preble OH","[not in a CBSA]",40999,0.0023,1 
"39137","99999","Putnam OH","[not in a CBSA]",34451,0.0019,1 
"39139","31900","Richland OH","Mansfield, OH",124936,1,1 
"39141","17060","Ross OH","Chillicothe, OH",77093,1,1 
"39143","23380","Sandusky OH","Fremont, OH",58896,1,1 
"39145","39020","Scioto OH","Portsmouth, OH",74008,1,1 
"39147","45660","Seneca OH","Tiffin, OH",55069,1,1 
"39149","43380","Shelby OH","Sidney, OH",48230,1,1 
"39151","15940","Stark OH","Canton-Massillon, OH",374853,0.9335,1 
"39153","10420","Summit OH","Akron, OH",540428,0.7696,1 
"39155","49660","Trumbull OH","Youngstown-Warren-Boardman, OH-PA",201977,0.3732,1 
"39157","35420","Tuscarawas OH","New Philadelphia-Dover, OH",93263,1,1 
"39159","18140","Union OH","Columbus, OH",62784,0.0294,1 
"39161","46780","Van Wert OH","Van Wert, OH",28931,1,1 
"39163","99999","Vinton OH","[not in a CBSA]",12800,0.0007,1 
"39165","17140","Warren OH","Cincinnati, OH-KY-IN",242337,0.1074,1 
"39167","31930","Washington OH","Marietta, OH",59771,1,1 
"39169","49300","Wayne OH","Wooster, OH",116894,1,1 
"39171","99999","Williams OH","[not in a CBSA]",37102,0.0021,1 
"39173","45780","Wood OH","Toledo, OH",132248,0.2045,1 
"39175","99999","Wyandot OH","[not in a CBSA]",21900,0.0012,1 
"40001","99999","Adair OK","[not in a CBSA]",19495,0.0011,1 
"40003","99999","Alfalfa OK","[not in a CBSA]",5699,0.0003,1 
"40005","99999","Atoka OK","[not in a CBSA]",14143,0.0008,1 
"40007","99999","Beaver OK","[not in a CBSA]",5049,0.0003,1 
"40009","21120","Beckham OK","Elk City, OK",22410,1,1 
"40011","99999","Blaine OK","[not in a CBSA]",8735,0.0005,1 
"40013","20460","Bryan OK","Durant, OK",46067,1,1 
"40015","99999","Caddo OK","[not in a CBSA]",26945,0.0015,1 
"40017","36420","Canadian OK","Oklahoma City, OK",154405,0.1083,1 
"40019","11620","Carter OK","Ardmore, OK",48003,0.8255,1 
"40021","45140","Cherokee OK","Tahlequah, OK",47078,1,1 
"40023","99999","Choctaw OK","[not in a CBSA]",14204,0.0008,1 
"40025","99999","Cimarron OK","[not in a CBSA]",2296,0.0001,1 
"40027","36420","Cleveland OK","Oklahoma City, OK",295528,0.2073,1 
"40029","99999","Coal OK","[not in a CBSA]",5266,0.0003,1 
"40031","30020","Comanche OK","Lawton, OK",121125,0.9564,1 
"40033","30020","Cotton OK","Lawton, OK",5527,0.0436,1 
"40035","99999","Craig OK","[not in a CBSA]",14107,0.0008,1 
"40037","46140","Creek OK","Tulsa, OK",71754,0.0707,1 
"40039","48220","Custer OK","Weatherford, OK",28513,1,1 
"40041","99999","Delaware OK","[not in a CBSA]",40397,0.0022,1 
"40043","99999","Dewey OK","[not in a CBSA]",4484,0.0002,1 
"40045","49260","Ellis OK","Woodward, OK",3749,0.1548,1 
"40047","21420","Garfield OK","Enid, OK",62846,1,1 
"40049","99999","Garvin OK","[not in a CBSA]",25656,0.0014,1 
"40051","36420","Grady OK","Oklahoma City, OK",54795,0.0384,1 
"40053","99999","Grant OK","[not in a CBSA]",4169,0.0002,1 
"40055","99999","Greer OK","[not in a CBSA]",5491,0.0003,1 
"40057","99999","Harmon OK","[not in a CBSA]",2488,0.0001,1 
"40059","99999","Harper OK","[not in a CBSA]",3272,0.0002,1 
"40061","99999","Haskell OK","[not in a CBSA]",11561,0.0006,1 
"40063","99999","Hughes OK","[not in a CBSA]",13367,0.0007,1 
"40065","11060","Jackson OK","Altus, OK",24785,1,1 
"40067","99999","Jefferson OK","[not in a CBSA]",5337,0.0003,1 
"40069","99999","Johnston OK","[not in a CBSA]",10272,0.0006,1 
"40071","38620","Kay OK","Ponca City, OK",43700,1,1 
"40073","99999","Kingfisher OK","[not in a CBSA]",15184,0.0008,1 
"40075","99999","Kiowa OK","[not in a CBSA]",8509,0.0005,1 
"40077","99999","Latimer OK","[not in a CBSA]",9444,0.0005,1 
"40079","99999","Le Flore OK","[not in a CBSA]",48129,0.0027,1 
"40081","36420","Lincoln OK","Oklahoma City, OK",33458,0.0235,1 
"40083","36420","Logan OK","Oklahoma City, OK",49555,0.0348,1 
"40085","11620","Love OK","Ardmore, OK",10146,0.1745,1 
"40087","36420","McClain OK","Oklahoma City, OK",41662,0.0292,1 
"40089","99999","McCurtain OK","[not in a CBSA]",30814,0.0017,1 
"40091","99999","McIntosh OK","[not in a CBSA]",18941,0.0011,1 
"40093","99999","Major OK","[not in a CBSA]",7782,0.0004,1 
"40095","99999","Marshall OK","[not in a CBSA]",15312,0.0009,1 
"40097","99999","Mayes OK","[not in a CBSA]",39046,0.0022,1 
"40099","99999","Murray OK","[not in a CBSA]",13904,0.0008,1 
"40101","34780","Muskogee OK","Muskogee, OK",66339,1,1 
"40103","99999","Noble OK","[not in a CBSA]",10924,0.0006,1 
"40105","99999","Nowata OK","[not in a CBSA]",9320,0.0005,1 
"40107","99999","Okfuskee OK","[not in a CBSA]",11310,0.0006,1 
"40109","36420","Oklahoma OK","Oklahoma City, OK",796292,0.5585,1 
"40111","46140","Okmulgee OK","Tulsa, OK",36706,0.0362,1 
"40113","46140","Osage OK","Tulsa, OK",45818,0.0451,1 
"40115","33060","Ottawa OK","Miami, OK",30285,1,1 
"40117","46140","Pawnee OK","Tulsa, OK",15553,0.0153,1 
"40119","44660","Payne OK","Stillwater, OK",81646,1,1 
"40121","32540","Pittsburg OK","McAlester, OK",43773,1,1 
"40123","10220","Pontotoc OK","Ada, OK",38065,1,1 
"40125","43060","Pottawatomie OK","Shawnee, OK",72454,1,1 
"40127","99999","Pushmataha OK","[not in a CBSA]",10812,0.0006,1 
"40129","99999","Roger Mills OK","[not in a CBSA]",3442,0.0002,1 
"40131","46140","Rogers OK","Tulsa, OK",95240,0.0938,1 
"40133","99999","Seminole OK","[not in a CBSA]",23556,0.0013,1 
"40135","22900","Sequoyah OK","Fort Smith, AR-OK",39281,0.1608,1 
"40137","20340","Stephens OK","Duncan, OK",42848,1,1 
"40139","25100","Texas OK","Guymon, OK",21384,1,1 
"40141","99999","Tillman OK","[not in a CBSA]",6968,0.0004,1 
"40143","46140","Tulsa OK","Tulsa, OK",669279,0.6592,1 
"40145","46140","Wagoner OK","Tulsa, OK",80981,0.0798,1 
"40147","12780","Washington OK","Bartlesville, OK",52455,1,1 
"40149","99999","Washita OK","[not in a CBSA]",10924,0.0006,1 
"40151","99999","Woods OK","[not in a CBSA]",8624,0.0005,1 
"40153","49260","Woodward OK","Woodward, OK",20470,0.8452,1 
"41001","99999","Baker OR","[not in a CBSA]",16668,0.0009,1 
"41003","18700","Benton OR","Corvallis, OR",95184,1,1 
"41005","38900","Clackamas OR","Portland-Vancouver-Hillsboro, OR-WA",421401,0.1677,1 
"41007","11820","Clatsop OR","Astoria, OR",41072,1,1 
"41009","38900","Columbia OR","Portland-Vancouver-Hillsboro, OR-WA",52589,0.0209,1 
"41011","18300","Coos OR","Coos Bay, OR",64929,1,1 
"41013","39260","Crook OR","Prineville, OR",24738,1,1 
"41015","15060","Curry OR","Brookings, OR",23446,1,1 
"41017","13460","Deschutes OR","Bend, OR",198253,1,1 
"41019","40700","Douglas OR","Roseburg, OR",111201,1,1 
"41021","99999","Gilliam OR","[not in a CBSA]",1995,0.0001,1 
"41023","99999","Grant OR","[not in a CBSA]",7233,0.0004,1 
"41025","99999","Harney OR","[not in a CBSA]",7495,0.0004,1 
"41027","26220","Hood River OR","Hood River, OR",23977,1,1 
"41029","32780","Jackson OR","Medford, OR",223259,1,1 
"41031","99999","Jefferson OR","[not in a CBSA]",24502,0.0014,1 
"41033","24420","Josephine OR","Grants Pass, OR",88090,1,1 
"41035","28900","Klamath OR","Klamath Falls, OR",69413,1,1 
"41037","99999","Lake OR","[not in a CBSA]",8160,0.0005,1 
"41039","21660","Lane OR","Eugene-Springfield, OR",382971,1,1 
"41041","35440","Lincoln OR","Newport, OR",50395,1,1 
"41043","10540","Linn OR","Albany-Lebanon, OR",128610,1,1 
"41045","36620","Malheur OR","Ontario, OR-ID",31571,0.5543,1 
"41047","41420","Marion OR","Salem, OR",345920,0.7982,1 
"41049","25840","Morrow OR","Hermiston-Pendleton, OR",12186,0.1321,1 
"41051","38900","Multnomah OR","Portland-Vancouver-Hillsboro, OR-WA",815428,0.3245,1 
"41053","41420","Polk OR","Salem, OR",87433,0.2018,1 
"41055","99999","Sherman OR","[not in a CBSA]",1870,0.0001,1 
"41057","99999","Tillamook OR","[not in a CBSA]",27390,0.0015,1 
"41059","25840","Umatilla OR","Hermiston-Pendleton, OR",80075,0.8679,1 
"41061","29260","Union OR","La Grande, OR",26196,1,1 
"41063","99999","Wallowa OR","[not in a CBSA]",7391,0.0004,1 
"41065","45520","Wasco OR","The Dalles, OR",26670,1,1 
"41067","38900","Washington OR","Portland-Vancouver-Hillsboro, OR-WA",600372,0.2389,1 
"41069","99999","Wheeler OR","[not in a CBSA]",1451,0.0001,1 
"41071","38900","Yamhill OR","Portland-Vancouver-Hillsboro, OR-WA",107722,0.0429,1 
"42001","23900","Adams PA","Gettysburg, PA",103852,1,1 
"42003","38300","Allegheny PA","Pittsburgh, PA",1250578,0.5275,1 
"42005","38300","Armstrong PA","Pittsburgh, PA",65558,0.0277,1 
"42007","38300","Beaver PA","Pittsburgh, PA",168215,0.0709,1 
"42009","99999","Bedford PA","[not in a CBSA]",47577,0.0026,1 
"42011","39740","Berks PA","Reading, PA",428849,1,1 
"42013","11020","Blair PA","Altoona, PA",122822,1,1 
"42015","42380","Bradford PA","Sayre, PA",59967,1,1 
"42017","37980","Bucks PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",646538,0.1035,1 
"42019","38300","Butler PA","Pittsburgh, PA",193763,0.0817,1 
"42021","27780","Cambria PA","Johnstown, PA",133472,1,1 
"42023","99999","Cameron PA","[not in a CBSA]",4547,0.0003,1 
"42025","10900","Carbon PA","Allentown-Bethlehem-Easton, PA-NJ",64749,0.0751,1 
"42027","44300","Centre PA","State College, PA",158172,1,1 
"42029","37980","Chester PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",534413,0.0856,1 
"42031","99999","Clarion PA","[not in a CBSA]",37241,0.0021,1 
"42033","20180","Clearfield PA","DuBois, PA",80562,1,1 
"42035","30820","Clinton PA","Lock Haven, PA",37450,1,1 
"42037","14100","Columbia PA","Bloomsburg-Berwick, PA",64727,0.7811,1 
"42039","32740","Crawford PA","Meadville, PA",83938,1,1 
"42041","25420","Cumberland PA","Harrisburg-Carlisle, PA",259469,0.4385,1 
"42043","25420","Dauphin PA","Harrisburg-Carlisle, PA",286401,0.484,1 
"42045","37980","Delaware PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",576830,0.0924,1 
"42047","41260","Elk PA","St. Marys, PA",30990,1,1 
"42049","21500","Erie PA","Erie, PA",270876,1,1 
"42051","38300","Fayette PA","Pittsburgh, PA",128804,0.0543,1 
"42053","99999","Forest PA","[not in a CBSA]",6973,0.0004,1 
"42055","16540","Franklin PA","Chambersburg-Waynesboro, PA",155932,1,1 
"42057","99999","Fulton PA","[not in a CBSA]",14556,0.0008,1 
"42059","99999","Greene PA","[not in a CBSA]",35954,0.002,1 
"42061","26500","Huntingdon PA","Huntingdon, PA",44092,1,1 
"42063","26860","Indiana PA","Indiana, PA",83246,1,1 
"42065","99999","Jefferson PA","[not in a CBSA]",44492,0.0025,1 
"42067","99999","Juniata PA","[not in a CBSA]",23509,0.0013,1 
"42069","42540","Lackawanna PA","Scranton--Wilkes-Barre, PA",215896,0.3804,1 
"42071","29540","Lancaster PA","Lancaster, PA",552984,1,1 
"42073","35260","Lawrence PA","New Castle, PA",86070,1,1 
"42075","30140","Lebanon PA","Lebanon, PA",143257,1,1 
"42077","10900","Lehigh PA","Allentown-Bethlehem-Easton, PA-NJ",374557,0.4346,1 
"42079","42540","Luzerne PA","Scranton--Wilkes-Barre, PA",325594,0.5737,1 
"42081","48700","Lycoming PA","Williamsport, PA",114188,1,1 
"42083","14620","Mc Kean PA","Bradford, PA",40432,1,1 
"42085","49660","Mercer PA","Youngstown-Warren-Boardman, OH-PA",110652,0.2044,1 
"42087","30380","Mifflin PA","Lewistown, PA",46143,1,1 
"42089","20700","Monroe PA","East Stroudsburg, PA",168327,1,1 
"42091","37980","Montgomery PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",856553,0.1372,1 
"42093","14100","Montour PA","Bloomsburg-Berwick, PA",18136,0.2189,1 
"42095","10900","Northampton PA","Allentown-Bethlehem-Easton, PA-NJ",312951,0.3631,1 
"42097","44980","Northumberland PA","Sunbury, PA",91647,1,1 
"42099","25420","Perry PA","Harrisburg-Carlisle, PA",45842,0.0775,1 
"42101","37980","Philadelphia PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1603797,0.2568,1 
"42103","35620","Pike PA","New York-Newark-Jersey City, NY-NJ-PA",58535,0.0029,1 
"42105","99999","Potter PA","[not in a CBSA]",16396,0.0009,1 
"42107","39060","Schuylkill PA","Pottsville, PA",143049,1,1 
"42109","42780","Snyder PA","Selinsgrove, PA",39736,1,1 
"42111","43740","Somerset PA","Somerset, PA",74129,1,1 
"42113","99999","Sullivan PA","[not in a CBSA]",5840,0.0003,1 
